時刻,水位_水位,水位_差分,水位_source_file,ダム_60分雨量,ダム_累加雨量,ダム_貯水位,ダム_貯水率,ダム_流入量,ダム_全放流量,ダム_調整流量,ダム_source_file
2023/06/18 14:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 14:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 14:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 14:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 14:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.12,6.13,0.01,dam_20230601-20230701.csv
2023/06/18 14:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 15:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 15:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 15:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.11,-0.02,dam_20230601-20230701.csv
2023/06/18 15:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 15:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 15:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 16:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.14,0.01,dam_20230601-20230701.csv
2023/06/18 16:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 16:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 16:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 16:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 16:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 17:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 17:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 17:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.14,0.01,dam_20230601-20230701.csv
2023/06/18 17:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.15,0.02,dam_20230601-20230701.csv
2023/06/18 17:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 17:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 18:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 18:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.13,0.00,dam_20230601-20230701.csv
2023/06/18 18:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.12,-0.01,dam_20230601-20230701.csv
2023/06/18 18:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.15,0.02,dam_20230601-20230701.csv
2023/06/18 18:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,6.14,0.01,dam_20230601-20230701.csv
2023/06/18 18:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.13,5.73,-0.40,dam_20230601-20230701.csv
2023/06/18 19:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,6.04,5.17,-0.87,dam_20230601-20230701.csv
2023/06/18 19:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.88,5.16,-0.72,dam_20230601-20230701.csv
2023/06/18 19:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.72,5.17,-0.55,dam_20230601-20230701.csv
2023/06/18 19:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.56,5.16,-0.40,dam_20230601-20230701.csv
2023/06/18 19:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.40,5.16,-0.24,dam_20230601-20230701.csv
2023/06/18 19:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.24,5.16,-0.08,dam_20230601-20230701.csv
2023/06/18 20:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/18 20:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 20:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 20:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/18 20:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 20:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 21:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 21:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 21:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/18 21:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/18 21:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/18 21:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/18 22:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/18 22:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/18 22:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/18 22:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.18,0.02,dam_20230601-20230701.csv
2023/06/18 22:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.18,0.02,dam_20230601-20230701.csv
2023/06/18 22:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 23:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 23:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/18 23:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/18 23:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.18,0.02,dam_20230601-20230701.csv
2023/06/18 23:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.14,-0.03,dam_20230601-20230701.csv
2023/06/18 23:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.18,0.02,dam_20230601-20230701.csv
2023/06/19 00:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 00:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 00:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 00:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 00:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 00:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.15,-0.02,dam_20230601-20230701.csv
2023/06/19 01:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/19 01:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 01:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 01:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 01:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 01:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 02:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 02:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 02:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 02:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 02:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 02:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 03:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 03:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 03:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 03:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 03:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 03:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 04:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 04:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 04:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 04:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 04:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 04:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 05:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 05:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 05:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 05:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 05:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 05:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 06:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 06:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 06:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 06:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 06:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 06:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 07:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 07:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 07:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 07:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 07:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 07:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 08:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 08:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 08:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 08:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 08:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 08:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 09:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 09:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 09:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 09:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 09:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 09:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 10:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 10:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 10:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 10:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 10:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 10:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 11:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 11:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 11:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 11:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 11:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 11:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 12:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 12:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 12:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 12:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 12:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 12:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 13:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 13:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 13:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.15,5.15,0.00,dam_20230601-20230701.csv
2023/06/19 13:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.15,5.18,0.03,dam_20230601-20230701.csv
2023/06/19 13:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.70,96.60,5.16,5.18,0.02,dam_20230601-20230701.csv
2023/06/19 13:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,8.01,5.15,-2.86,dam_20230601-20230701.csv
2023/06/19 14:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,10.85,5.16,-5.69,dam_20230601-20230701.csv
2023/06/19 14:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,10.86,5.16,-5.70,dam_20230601-20230701.csv
2023/06/19 14:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,10.86,5.16,-5.70,dam_20230601-20230701.csv
2023/06/19 14:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,10.86,5.16,-5.70,dam_20230601-20230701.csv
2023/06/19 14:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,10.86,5.17,-5.69,dam_20230601-20230701.csv
2023/06/19 14:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,8.01,5.17,-2.84,dam_20230601-20230701.csv
2023/06/19 15:00,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 15:10,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 15:20,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/19 15:30,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.15,-0.02,dam_20230601-20230701.csv
2023/06/19 15:40,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/19 15:50,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 16:00,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 16:10,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 16:20,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.15,-0.01,dam_20230601-20230701.csv
2023/06/19 16:30,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.18,0.02,dam_20230601-20230701.csv
2023/06/19 16:40,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 16:50,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 17:00,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/19 17:10,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 17:20,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 17:30,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 17:40,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.18,0.01,dam_20230601-20230701.csv
2023/06/19 17:50,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 18:00,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 18:10,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 18:20,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/19 18:30,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.15,-0.02,dam_20230601-20230701.csv
2023/06/19 18:40,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/19 18:50,2.82,0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 19:00,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 19:10,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.18,0.02,dam_20230601-20230701.csv
2023/06/19 19:20,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 19:30,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.17,0.01,dam_20230601-20230701.csv
2023/06/19 19:40,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 19:50,2.82,0.00,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 20:00,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.15,-0.02,dam_20230601-20230701.csv
2023/06/19 20:10,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.16,-0.01,dam_20230601-20230701.csv
2023/06/19 20:20,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 20:30,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.17,5.17,0.00,dam_20230601-20230701.csv
2023/06/19 20:40,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.16,0.00,dam_20230601-20230701.csv
2023/06/19 20:50,2.81,-0.01,water_20230601-20230701.csv,0.00,0.00,36.71,96.70,5.16,5.16,0.00,dam_20230601-20230701.csv
